URL,Title,Address,Description,Compensation,Employment Type
https://newyork.craigslist.org/brk/egr/d/brooklyn-junior-landscape-designer-2-3/6888936947.html,Junior Landscape Designer (2-3 years Experience), (Brooklyn),"VERDANT is looking to add a Junior Landscape Designer with high-end residential project experience in NYC to our eclectic team of designers, horticulturists and installers. 

The ideal candidate has 2-3 years of professional experience, possesses outstanding verbal, written and graphic communication skills, a positive attitude and a passion for landscape design within the design build framework.

Project experiences will be diverse as we work at many different scales and locations, ranging from roof top terraces, townhouses, to larger landscapes outside the city.

Experience and skills needed:
• 2+ years Landscape Design and project management experience, from broad conceptualization through construction documentation and administration.
• Completed a minimum of 2 built projects requiring multi-disciplinary collaboration and coordination, (including architects, building boards, structural engineers, technical consultants)
• Ability to work independently with little supervision
• Experienced with client interaction
• Knowledge of typical building techniques in the Landscape Design framework
• Hands-on, technical knowledge highly desired
• Basic horticultural knowledge
• Knowledge of DOB, Landmarks Preservation and Building board submissions
• Working knowledge of AutoCAD R2015, Sketch-up, Photoshop, In-Design, Illustrator; Rhino, 3D Max a plus but not essential
• Valid work permit
• Sense of humor

Please send resume, portfolio and cover letter to info@verdantgardens.com

For more information about us, please visit : www.verdantny.com
No phone calls please! No recruiters please!",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-architect/6889683461.html,Architect,,"Established mid-sized NYC architectural firm is seeking Architects to join our dynamic, multi-disciplinary team. Applicants should be highly motivated and demonstrate design sensibility and technical skills. Successful candidates will work closely with senior staff and principals on projects of various types.

Skills & Qualifications:

- Capable of developing a full set of construction documents, with clear supervisor instructions
- Strong knowledge in AutoCAD, Revit, and SketchUp
- Ideally possesses good design and visualization skills with mature graphic sense
- Bachelor’s Degree in Architecture
- Knowledge of NYC regulatory environment, including building cods, DOB, and zoning is ideal
- 4 years minimum experience required! This is NOT an internship or entry-level position for recent graduates. Prior experience is a must!


Responsibilities:

- Preparation of as-built drawings, presentation drawings, and construction documents
- Join seniors and principals in the presentation of design strategies to clients
- Work with team members in the production of contract and proposal documents
- Occasional site visits
- Perform other duties and responsibilities as required


The ideal candidate will:

- Possess excellent problem solving and decision-making skills
- Thrive in a fast-paced environment and have the ability to multi-task
- Be detail-oriented, efficient, and adaptable to changing deadlines and priorities
- Have strong organizational skills, communication skills, and project management skills
- Demonstrate enthusiastic commitment to our team-focused environment
- Have a willingness to learn and take direction from Seniors
- Have experience working on a wide range of project types
- Must be eligible to work in the United States.

Please send salary requirements, resume and portfolio, including examples of construction documents",Negotiable,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-draftsperson-or-junior/6889349938.html,Draftsperson or Junior Architect Wanted for Freelance Work, (Midtown),"Small development company seeks freelance draftsperson / junior architect for freelance work. The ideal candidate for this position will have experience with architecture and construction in New York City with a particular focus on multi-family residential projects.

A minimum of 3 years experience  architecture drafting in AutoCad is required.

Please send the following your hourly charge for freelance drafting work. All work must be properly attributed and produced by the applicant. You must be a US Citizen or permanent working Visa.",Commensurate with experience.,contract
https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-architect/6889447105.html,Project Architect, (Midtown),"Kenneth Park Architecture, a mid town based architectural and design firm, is looking to fill  positions for our New York Office. We seek the highest caliber of talent in the marketplace for career opportunities in Retail, Mixed –Use, Hospitality and Development Architecture. We have a passion for quality in our product, our performance, our experience and our people. We seek candidates who are not only the most talented but those who embody the KPA personality.

We are currently looking for fill the following position:

Project Architect

Minimum 4-6 years experience in Architectural/Design Services.
Bachelor of Architecture or Interior Design degree required.
Maintain and implement client standards.
Strong production skills, previous experience in retail preferred
Must be proficient in AutoCAD, Adobe and MS office
Strong leadership and interpersonal skills.
 
We are an EOE, please send cover letter with salary requirement, work samples and resume.",negotiable with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-technical-architect/6889705765.html,Technical Architect - Designer, (Flatiron),"Established mid-size structural engineering design firm in the Flatiron District of Manhattan, New York City with a wide variety of projects focused on new constructions and renovations residential and commercial buildings in the tri-state area.
This position is a great opportunity for experience and growth!

Please submit resume/cover letter, work samples and salary requirements by email.
Job Type:
•	Part-time/Full-time
Job Location:
•	New York, NY
Responsibilities:

• Perform on-site inspection/investigation of buildings and other structures including surveying, Local Law 11 and documenting observations, photographing, and sketching 
• Organize field data to facilitate analysis and problem solving
• Maintains project records 
    This position requires visual acuity and listening ability; individuals must to be able to operate typical office equipment, as well as field equipment such as ladders.
• Experience with drafting to coordinate and put together DOB and construction sets of structural drawings
Required Knowledge of Software: 

• Drafting/AutoCAD
Qualifications:
• Professional Degree in architecture, architectural engineering, or related
• 3+ years of experience, with existing buildings preferred
• Field experience with diverse building types preferred
• 3-5 years of AutoCAD experience, knowledge of Revit a plus, but not required
• Excellent verbal, written, and visual communication skills
• Excellent organization skills

Required Language:
•	Fluent in English",Based on Experience,full-time
https://newyork.craigslist.org/lgi/egr/d/island-park-cnc-striker-programmer/6890149632.html,CNC (STRIKER) PROGRAMMER WANTED," (ISLAND PARKN, NY)","Looking for experienced CAD/CNC programmer who is able to programSTRIKER SYSTEMS software to run our STRIPPET LVD 1500H turret press.

Currently using SOLIDWORKS 2013 3D CADD software to develop the shapes, then transferring design to G-CODE through STRIKER.

You must have the following in order to be considered for this position:
1. Experience using a turret punch press.
2. Experience with machine maintenance and troubleshooting.
3. A 10 hour OSHA construction safety certification.
4. Willingness to work overtime when necessary (paid 1.5)

Every successful employee demonstrates a willingness to learn and engage in all aspects of the elevator building business. We support each other as a team, work well with others and are able to take direction. You should too.

BHI requires that all its new hires acquire a 10-hour OSHA construction safety course certification BEFORE starting work. 

BHI is a drug-free work place and you must be willing to submit to a drug test and a background-check to be considered for hire.

Please email info@bhielevators.com

We are located in ISLAND PARK (South Shore Nassau Cnty)

Thank you.",TDB,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-junior-revit-architect-3/6889433757.html,Junior Revit Architect (3 yrs experience min. - local applicants only), (Financial District),"Sguera architecture pllc is seeking a full-time Junior Revit architect to assist with a ground-up new multi-family condo project. The successful candidate(s) will be an integral part of a small office working directly with the principal and clients on project phases from schematic design through construction documents. He/she will be responsible for meeting milestone project deliverable deadlines and coordinating the work of all consultants on the team. The successful candidate has at least 3 years of experience working on NYC projects, is highly organized and writes well. 

Minimum Requirements:

Professional degree in Architecture

Minimum of 3 years of work experience in NYC

Proficiency in Revit a must (excellent Revit skills in Construction Documentation phase will be given preference) -3 years minimum required

Proficiency in AutoCAD a must -5 years minimum required


You must be a dedicated, focused and hardworking person who is passionate about architecture and wants to gain critical experience building a ground-up construction project in NYC. There is significant room for growth (i.e.-responsibility and pay) for the right candidate at this small but growing firm.

Qualified candidates should submit a cover letter, resume and several work samples in a single PDF named as follows: last name_first name_junior.






Previous experience with Multi-family housing (condos), Townhouse renovations/additions and Restaurants will be given preference. The position requires the ability to communicate effectively and collaborate in a deadline-driven atmosphere.

Responsibilities include:

Meeting project deadlines 
Planning the production of project deliverables independently 
Production of design and construction documents from Design Development through Construction Documentation Phases.
Interact with principal architect and clients directly
Interact with consultants on design and coordination

Other Qualifications:

Proficiency in Revit renderings or Vray preferred
Proficiency in Adobe Illustrator, Photoshop, Indesign preferred
Proficiency in Rhino preferred
Excellent writing skills
Superb organizational skills
Proficiency in Microsoft Excel preferred
Proficiency with Paymo management software a plus",based on experience,employee's choice
https://newyork.craigslist.org/brk/egr/d/brooklyn-pro-aire-design-seeks-full/6890257157.html,Pro Aire Design seeks Full Time HVAC Estimator / Estimating Assistant, (East Flatbush),"Pro Aire Design is seeking a full-time HVAC Estimating Assistant ($15-25 an hour)

*Please reference job title on subject, send resume in PDF, and text format on the body of email*

We are a company based in Brooklyn is looking for a HVAC Estimating Assistant with a 1-3 years' of experience in taking off a plans. Knowledge of drafting for HVAC metal shop, and coordination drawings in 2D/3D is a plus. The candidate should have knowledge of plumbing. The candidate will work in engineering department with professional. Compensation and benefits based on experience. 

MAJOR FUNCTION/ROLE
Will work with project managers, and mechanical engineers to take off plans, create CAD files, and construction documents for HVAC projects. Additionally, keep track of incoming/outgoing products, purchase forecast,  and return. 

JOB DUTIES 
• Take off plans + Performs computer-aided drafting and design work of considerable complexity. Incumbents at this level can work from verbal or written specifications. 
• Create 2D and 3D models using AutoCAD MEP
• Prepare HVAC Shops, As-Builts and Coordination drawings 

EDUCATION AND EXPERIENCE 
• High school diploma (or equivalent) plus two years related experience; OR 
• An Associate Degree in a related technical field plus one years related experience;
• Must have at least 1-3 years of experience in taking off plans and HVAC CAD preparation of Construction Documents, with additional experience preferred. 

Pro Aire Design Offers: 
• Competitive wages
• Medical benefits
• Paid vacation
• Paid holidays
• Employee product discounts

We are an Equal Opportunity Employer; all qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, among other things, or status as a qualified individual with a disability. If our company sounds like a place you want to be a part of please feel free to send your resume along with any inquiries. We look forward to hearing from you!",Negotiable,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-document-reviewer/6890259574.html,Document Reviewer, (Midtown West),"SBLM seeks a Document Reviewer person responsible for ensuring construction drawings are of the highest quality and consistency through monitoring the progress of the project from inception to completion. 

Responsibilities:
Reviews drawings for errors, inconsistencies and quality
Marks up drawings with corrections and changes for the team
Meets with project team to explain errors, corrections and changes
Assists project manager in coordinating architectural drawings with consultant drawings
Provides assistance to AutoCad manager with training for drafters when necessary
Checks drawing specifications for consistency and accuracy

Qualifications:
College degree, specialized training and work experience.
Demonstrated leadership skills including self-direction.
Ability to quickly grasp technical concepts and develop the appropriate approach.
Strong understanding of various quality assurance technologies 

Requirements:
Minimum of 5 years demonstrated experience 
Proficiency in AutoCAD
Knowledge of building codes, accessibility codes and local laws
Knowledge of building design, materials and construction methods
Understands Structural, Mechanical, MEP and other consultant’s drawings 
Ability to communicate with clarity
Must be able to engage multiple teams effectively and drive quality best practices

Compensation and Benefits:
• We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. 
• Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Flexible Spending Plan and more… 
• Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Please submit cover letter and resume",Competitive Salary DOE,full-time
https://newyork.craigslist.org/que/egr/d/mechanical-plumbing-electrical/6890370733.html,Mechanical/Plumbing/Electrical Engineers and Internship, (Chinatown),"NYC MEP Engineering office is looking for full time Entry Or Mid Level Engineers to join the fast developing company for the following positions:

- Mechanical Engineer
- Plumbing Engineer
- Electrical Engineer

The company is also looking for part time/Summer interns. Training will be provided. 

The ideal full time position candidate should possess the following skills and qualifications:

- 0-5 Years of Architectural/Engineering Experience.
- Basic knowledge of floor layout, elevations, sections and etc.
- Basic knowledge of AutoCAD 
- Perform Field Survey
- Knowledge of NYC Codes is a Plus
- Strong production and communication skills.
- Self-motivated and welling to take challenges.  
- Able to communicate English and Chinese with clients is a Plus.


Salary/Benefits:
-Competitive salary, Medical Insurance, commensurate with experience
-Vacation, personal  and sick time.

Please send your resume and put the position you are applying in the subject line.

Thank you.",As Per Experience,full-time
https://newyork.craigslist.org/que/egr/d/bangor-class-cdl-truck-driver-yard/6889704122.html,Class A CDL truck driver/yard worker," (Northampton County, PA)","Northeast Pennsylvania construction contractor specializing in scaffolding, sidewalk bridge, and personnel hoists is looking for an experienced tractor trailer truck driver with a valid Class A CDL license to make deliveries to and from New York City. No overnights, no long trips. You will be principally driving a low mileage very clean Kenworth tractor.

 When not driving you will be working in the Pennsylvania shop and yard performing maintenance and repair duties on the company's equipment and material. With inside and outside workspaces you will not be stuck at home with no work due to light trucking schedules or rainy weather.

Payscale is $15 to $20 per hour depending on skills and experience. You will also get the 6 major holidays off with pay.

If this opportunity interests you, please send your resume to the email address listed below, or call 718-889-1888. You can also fax your resume to 718-889-1888","$15 to $20 per hour, depending on qualifications and experience,  plus holidays.",full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-dob-licensed-superintendent/6889964692.html,DOB LICENSED SUPERINTENDENT 100k-120k year/MUST HAVE DOB LICENSE,,"We are looking for a DOB Licensed Construction Superintendent.

Job Description:
•	Visit various sites to ensure safety per DOB and OSHA standards.
•	Maintain daily paperwork such as logbooks, field safety checklists.
•	Review and analyze detailed construction drawings.
•	Communicate with competent persons on sites regarding safety requirements.
•	When necessary communicate with DOB inspectors regarding safety issues.

Qualifications/Requirements:
•	Minimum 5 years’ experience in general construction 
•	DOB Construction Superintendent license
•	Proficiency in reading plans, blueprints, specifications
•	Knowledge of DOB building codes and NYC Construction Codes
•	Ability to professionally deal with NYC DOB Inspectors
•	Strong communication skills and computer literacy
•	Excellent problem-solving skills and willingness to learn
•	Sound judgment and ethical conduct

Preferred Skills:
5 to 7 years related experience or an equivalent combination of education, training and/or experience 
Architectural or engineering background is a plus

Experience:
Construction: 5 years (Required)
Blueprint Reading: 3 years (Required)
Site Superintendent or Construction PM: 5 years (Preferred)
License:
Driver's License (Required)","$100,000 - $120,000 a year",contract
https://newyork.craigslist.org/que/egr/d/middle-village-project-manager-plumbing/6890580944.html,Project Manager- Plumbing, (Middle Village),"Our growing company is currently seeking an Assistant Project  Manager. Our projects range from major medical centers, from hotel and restaurant construction to commercial buildings. We are currently seeking a project manager for plumbing, heating, fire sprinkler projects. We offer opportunities for advancement as well as training. Applicant must have a good attitude, must, be willing to work and be a team player. This is a full time position.",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-intermediate-project/6891025962.html,INTERMEDIATE PROJECT ARCHITECT, (Chelsea),"For 27 years, Joseph Vance Architects has been designing high end, custom residential projects - brownstone/townhouse gut renovations, lofts, rooftop additions and conversions of manufacturing buildings to residential. We are a small group of creative problem solvers with a taste for well-crafted design. We value hard work to continuously grow and evolve, pushing boundaries until a project is the best it can be.

Current projects include a ground up new 6 story townhouse in the Upper West Side (with a new basketball court beneath), a gut renovation of a townhouse in Chelsea including a totally new facade, a 6,000sf triplex in a new West Village development, and others.

We are currently seeking an Intermediate Project Architect to join our ranks.

As a member of our team, you will manage your own projects under the direction of the principal, and with the support of the office as needed to help meet deadlines. The format of our firm is such that everyone is expected to run his/her own jobs - generating designs, presentations and drawings, researching codes, managing schedules, and coordinating with clients, contractors, expeditors, city agencies, vendors, consultants, etc. throughout the entire process of the project from initial client meetings to punch-list closeout. The nature of our business requires immense organization, efficiency, and commitment, but we also maintain a very stable work/life balance.

Ideally you have experience in residential architecture in NYC, some knowledge of NYC DOB and LPC, have worked with 3D modeling/BIM software and the adobe creative suite. We also expect you to have a great design sensibility and critical thinking skills, along with 4-8 years of professional experience.

If this sounds like you, then please submit a pdf of your cover letter, resume, and work sample. This is a full time salaried position with medical coverage (no part-time or freelance work). We look forward to hearing from you and appreciate your interest in our firm!

This is a full time salaried position with benefits (no part-time or freelance positions). Qualified candidates are currently living in the tri-state area and should submit a resume, work samples and salary requirements via .pdf.",Salary plus healthcare benefits,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-hospitality-construction/6890980094.html,Hospitality Construction Project Manager - Hotel/Restaurants, (Midtown West),"We are looking for senior level Project Managers with hospitality/hotel and restaurant construction experience (from start to finish) on the general contractor side of things to join our team.

Responsibilities will include:

• Ensuring a schedule is in place during project set up and sub-bidding that reflects the project strategy and is sufficient for estimating and subcontractor purchasing selection.
• Developing a purchasing schedule and strategy to anticipate, address and resolve purchasing challenges during the early stages of pre-construction.
• Executing each project phase including pre-construction, construction, closeout and post-construction services.
• Working in partnership with the Project Superintendent to maintain an updated and accurate project schedule. Attending weekly meetings and keeping minutes
• Thorough completion of all financial data with an eye to quickly identify potential/existing issues that could lead to subpar financial performance.

Qualifications
• Proven advanced experience in project and construction management with a general contractor

Please email your resume and if possible, supply a list of projects you have worked on from start to finish.",BOE,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-residential-construction/6890980753.html,Residential Construction Project Manager - Townhouse/Luxury High End, (Midtown West),"We are looking for Project Managers with residential [townhouse/brownstone/penthouse/high end luxury] construction experience (from start to finish) on the general contractor side of things to join our team.

Responsibilities will include:

• Ensuring a schedule is in place during project set up and sub-bidding that reflects the project strategy and is sufficient for estimating and subcontractor purchasing selection.
• Developing a purchasing schedule and strategy to anticipate, address and resolve purchasing challenges during the early stages of pre-construction.
• Executing each project phase including pre-construction, construction, closeout and post-construction services.
• Working in partnership with the Project Superintendent to maintain an updated and accurate project schedule. Attending weekly meetings and keeping minutes
• Thorough completion of all financial data with an eye to quickly identify potential/existing issues that could lead to subpar financial performance.

Qualifications
• Proven advanced experience in project and construction management with a general contractor

Please email your resume and if possible, supply a list of projects you have worked on from start to finish.",BOE,full-time
https://newyork.craigslist.org/que/egr/d/long-island-city-construction/6891093475.html,CONSTRUCTION SUPERINTENDENT, (Long Island City),"CONSTRUCTION SUPERINTENDENT

CONSTRUCTION SITE SUPERVISOR to manage NEW YORK CITY SCHOOL CONSTRUCTION AUTHORITY (NYCSCA / Public) project. 
*Site Supervisor Must be knowledgeable in exterior masonry, parapets, roofing and related work. 
*Supervisor must have had similar supervision experience supervising an NYCSCA project till completion, 
*Able to professionally deal with NYCSCA Project Officers and Safety Inspectors, managing sub-contractors and site employees.
*Site Super must be knowledgeable in reading blueprints drawings, have necessary 30 Hour OSHA, 4 Hour Scaffold User, 7 Hour Site Safety Manager NYCDOB, 8 Hour Construction Site Fire Safety Manager as well as Supported Scaffold User & Suspended Scaffold User certifications (DOB approved/OSHA approved courses). 
*Please list all managed projects as site supervisor on resume.

Please fax resume to (718) 707-9701 or e-mail resume to hr@mstgc.us
Looking forward to hearing from the best in the industry!
LONG TERM CAREER POSSIBILITY
COMPETITIVE SALARY**
Compensation: Well Compensated 
Employment type: full-time",Well Compensated,full-time
https://newyork.craigslist.org/que/egr/d/long-island-city-scenic-fabricator/6890191098.html,Scenic fabricator/Project Manager, (Long Island City),"We are looking to fill positions ranging from Project Lead, Fabricator to General laborer.  We create visual displays for high end luxury retail so quality and finish as well as a professional manner are extremely important. If you feel you can contribute and fit the description of what we are looking for please contact for an interview 

Skills:

-Familiarity and comfort with all shop power tools

-Ability to paint solid consistent paint colors on various types of surfaces

-Familiarity building with multiple types of materials (plywood, MDF, metal, laminates...)

-Welding a plus

-Electrical wiring a plus

-Spray finishing a plus


Candidate will start as a freelancer, but full time possibility. Hours can be unpredictable at times, but for the most part 40 hr/week, jumping up to as many as 80 hours during installation periods.  Overtime provided after 40 hours/wk. Must have a clean record. Please send any resume or portfolio if available.",Compensation based on experience,part-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-engineers-architects/6891311670.html,Engineers & Architects, (Downtown),"Gandhi Engineering, Inc. is looking for NYS Licensed and Non-Licensed Engineers and Architects for design and construction inspection of infrastructure and building projects with immediate openings. We offer competitive salaries and fringe benefits including medical/dental coverage and matching 401K Plan",Commensurate with experience,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-full-time-plumbing-sprinkler/6891103239.html,FULL TIME PLUMBING/ SPRINKLER ENGINEER CAD/ REVIT BROOKLYN, (BROOKLYN),BROOKLYN BASED ENGINEERING FIRM NOW HIRING FULL TIME PLUMBING / SPRINKLER DRAFTERS AND ENGINEERS USING CAD AND REVIT. KNOWLEDGE IN MICROSOFT OFFICE A MUST. FAST GROWING FIRM. GREAT STARTING SALARY WITH LOTS OF ROOM TO GROW. EXCELLENT WORK ENVIRONMENT.,GREAT STARTING SALARY WITH ROOM TO GROW,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-designer-revit/6893271003.html,Designer - Revit, (Midtown East),"IMMEDIATE NEED for an architect and designer with Revit experience.  The successful candidate will work as part of a multi-disciplinary team providing architectural support as far as design, selection, coordination and detail.  Prepare and contribute to design and presentation efforts.  Independently prepare Revit plans, building sections, elevations, details, wall sections, and design drawings within all architectural phases. Healthcare and education project experience preferred.  Please contact Josh Rabbani or Alexandra Dralyuk right now!  You may contact them at josh@careerpointstaffing.com   or  alexandra@careerpointstaffing.com",salary with generous benefit package commensurate with experience,full-time
https://newyork.craigslist.org/que/egr/d/college-point-jr-project-manager-shop/6892761622.html,Jr Project Manager / Shop Drawing Producer experienced in misc steel, (college point),"We are seeking someone with some experience in iron works/ steel fabrication to produce shop drawings, help manage projects by visiting job sites and measuring possibly, as well as doing takeoffs for bids.This is an inside/outside position.Please apply in detail.Thx",upon experience,full-time
https://newyork.craigslist.org/jsy/egr/d/new-york-city-field-analyst/6890140436.html,Field Analyst, (Richmond),"DMA Reserves Inc. is a Richmond VA small business that has a position open for a qualified applicant with a college degree in one of the following disciplines: Bachelor of Science in Architecture, Bachelor of Science in Engineering, Bachelor of Science in Building Construction or Bachelor of Science in Facility Management.  Both recent graduates and persons with prior job experience will be considered.  

DMA’s primary business is providing Capital Reserve Studies to Common Interest Associations such as Property Owner Associations, Residential and Commercial Condominiums, Country Clubs, Marinas, Churches, and similar properties / facilities, and we presently serve clients in several states on the east coast.  We are looking for someone who can identify, measure, quantify, take record photographs and provide a general overall condition assessment of building and site components including mechanical and electrical equipment.  This job can lead to a future position of Reserve Specialist (RS®), certified by the Community Associations Institute (CAI).

This work requires travel generally within a 120 mile radius and will involve occasional overnight stays. Applicants must have their own car suitable for this travel.  Mileage and other authorized travel costs are paid by the company.   Applicants should be personable for working directly with clients and must have experience working in Microsoft Excel and Word. We are looking for someone who has an interest in buildings and building systems, interior facilities and general property development.  Health insurance and vacation time are included.  

Please submit a resume and 2 references, if you would like to be considered for this position.",Competitive salary and benefits,full-time
https://newyork.craigslist.org/fct/egr/d/architect-junior-architect/6893831021.html,Architect / Junior Architect, (New Canaan),"Architectural firm specializing in custom residential design seeks creative, detail oriented, self starting individual for Architect or Junior Architect position. The candidate must be a graduate of an accredited school of architecture with 3-5 years minimum work experience and be proficient in AutoCAD Architecture.  Archicad experience also a plus.  Salary commensurate with experience. Please email resume & work samples and visit our website at www.schettinoarchitects.com.",Salary commensurate with experience,full-time
https://newyork.craigslist.org/wch/egr/d/new-york-city-jr-architect/6891541562.html,JR ARCHITECT, (NEW YORK),"KELRA Consultants is seeking a talented Jr. Architect. The ideal candidate should have a solid experience in building envelope and façade restoration.

Requirements
• Bachelor’s degree in Architecture or Architectural Technology
• Excellent organizational and project management skills
• Minimum 3 years of experience
• Field experience necessary

Technical Knowledge

Building Envelopes
Façade Restoration/Repairs
FISP (LL 11/98) Inspections/Reports
Waterproofing/Roof Replacement
Door/Window Replacement
Building Condition Assessments
Pre-Construction Surveys
Alteration Reviews

Preferred Skills
• Working knowledge of NYC Building Codes
• AutoCAD skills
• Strong technical writing and communication skills
• Strong technical and detailing skills
• Ability to efficiently manage multiple medium-sized projects
• Ability to efficiently work on projects independently or as part of a team","$55,000-$65,000",full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-healthcare-architect/6890243363.html,HealthCare Architect, (Midtown West),"SBLM is seeking a Health-Care Architect to run, direct and manage our Healthcare & Wellness Studio. 

Requirements
•	Minimum of five to ten years’ experience in Health-Care 
•	College Degree, specialized training and work experience
•	Knowledge of codes and industry standard guidelines
•	Strong written and verbal skills
•	Demonstrated leadership skills including self-direction

Compensation and Benefits:
• We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. 
• Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Flexible Spending Plan and more… 
• Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning

Please submit cover letter and resume:",Competitive Salary - DOE,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-draftsperson-designer/6893914890.html,Draftsperson/Designer," (Brooklyn, NY)","Standard Transmission Productions is a growing integrated display and experiential fabrication company, focusing on the intersection of design, technology and fabrication. Our work ranges from creating larger than life visual displays to interactive installations for brand events and activations.

Overview
We are looking for an experienced and proactive draftsperson that will provide our fabrication team with detailed build drawings. Do you love workshopping fabrication techniques and problem solving with carpenters? Do fast turnarounds and looming deadlines have nothing on you? Do you sometimes secretly wish you were on the floor wielding a saw with the team? If so, let's chat.

Core Responsibilities 
This position will work directly under the lead designer, designing and creating effective mechanical drawings for in shop fabrication. The ideal candidate will feel confident going on site surveys and creating detailed ground plans, and can quickly understand how to turn volumetric shapes into buildable forms and structures.

Requirements
3-5 years of design and drafting experience
Fluency in AutoCAD/Rhino 3D and Adobe Creative Suite, Keyshot or similar rendering software preferred
Experience preparing CNC files a plus
Working knowledge of fabrication and fabrication materials (lumber, metals, MDF, acrylic and laminates)
Strong communication and organizational skills

Freelance with potential for full time.",Freelance with potential for full time.,contract
https://newyork.craigslist.org/mnh/egr/d/new-york-city-architectural-services/6893287037.html,Architectural Services- filing set_ Independent Contractor, (Midtown),"Architectural Services- filing set_ Independent Contractor

Job Description
We are seeking an Architectural Associate/CAD drafter to help with NYC DOB filing sets for interior renovations. As an Architectural drafter you will work on Restaurant projects primarily in Manhattan.

RESPONSIBILITIES:
• Survey existing and as-built conditions on sites located throughout the NYC area
• Create Architectural Drawings and Construction Documents (Alteration Type 1 and Type 2)
• Zoning Analysis and Diagrams
• Drawing existing and proposed sections and elevations
• Update drawing sets based on NYC Plan Examiner Objections
• Prepare DOB filing set packages and coordinate with Expediter to file with Department of Buildings.


Position is an independent contractor",TBD,full-time
https://newyork.craigslist.org/brx/egr/d/bronx-bridge-inspection-assistant-team/6894378224.html,Bridge Inspection - Assistant Team Leader,,"If you are bold. If you are willing to be original and take risks. If you want to make a difference by improving our infrastructure, then you should be an AV-ator! Alta Vista Solutions nurtures its AV-ators to perform as leaders in our industry, providing innovative engineering solutions and embracing our clients’ challenges as our own. Our mission is to Do Right and give back, while providing a great place to work for our professionals who provide solutions for some of the country’s biggest and most complex infrastructure projects. If you want to make an impact; if you want to solve problems; if you want to have fun while learning and growing; then join Alta Vista and become an AV-ator.

Job Summary:

Alta Vista Solutions is seeking a Bridge Inspection Assistant Team Leader for biennial and condition inspections on large bridges in and around New York City including the Throgs Neck Bridge and the Henry Hudson Bridge. 

Key Responsibilities:

•	Review previous inspection reports and assist in planning of field operations 
•	Perform inspection work and compile reports under direction of the lead inspector 
•	Assist in performing bridge inspection and structural analysis as required
•	Perform field measurements and document existing conditions
•	Prepare technical inspection reports
•	Physically capable of performing continuous field work including working at heights and in close quarters, climbing, carrying ladders and gear, working in adverse weather conditions
•	Perform additional duties as assigned

Minimum Qualifications:

•	Bachelor of science degree in Civil Engineering or structural engineering
•	Minimum 3 years of bridge inspection, construction inspection or design experience
•	EIT license, preferred
•	Completed the 2-week NHI Bridge Safety Inspection Course, preferred 
•	Experience with TBTA or other local agencies, preferred
•	Excellent verbal and written communication skills
•	Ability to work well in team-oriented structure",DOE,full-time
https://newyork.craigslist.org/mnh/egr/d/freelance-intermediate-architects-revit/6893856888.html,Freelance INTERMEDIATE Architects (REVIT), (Manhattan),"My company is looking for Freelance Intermediate level Architects (3-7 yrs exp) with excellent REVIT skills.

This is for full-time, CONSULTING, on-site work.

The range of projects is varied (Interiors, Healthcare; Hospitality; Education; Residential; Urban Masterplan etc...) and will run from 2several weeks to 6 months+ in duration.

This is for a high-end NYC design firm. If this is of interest to you please respond and we can arrange an interview. Work can start immediately.

Please respond with HOURLY RATE and RESUME and portfolio if available in PDF.

SKILLS:
* Revit - Excellant skills.
* Acad - a plus
* PhotoShop - a plus",Commensurate with experience level,contract
https://newyork.craigslist.org/que/egr/d/college-point-jr-project-manager-misc/6890459444.html,JR project manager/Misc Steel draft person apprentice with experience, (college point),"We are seeking someone who can go through job/bid drawings and do quantity takeoffs and preliminary shop/cad drawings for misc steel,such as staircases, railings, roof dunnage,fixed ladders,coiling doors,etc etc.Arch or engineering students with some experience welcome.There is also field work visiting job sites for measuring and to document changes acting as a liaison with office. Please apply in detail with skills.This is an inside/outside position.car helpful.",Upon experience 20+,full-time
